pore_number,pore_N,Canonical_STRONGs,formation_time,formation_probability,formation_energy
315,10,AAFFFZFAAFFZFFFAAFFFZFAAFFZFFF,147.39,0.0006,821.75
316,10,AAFFFZFFAAFFFZFFAAFZFFZFFFZFZF,148.59,0.0005,859.48
317,10,AAFFAAFFFZFFZFFACAFFFZFFZFZFFF,147.21,0.0003,833.53
318,10,AAFFFZFFZFZFFFACAFFZFFFZFZFFZF,147.36,0.0004,876.08
319,10,AAFFFAAFFFZFFZFSFFZFFZFZFFFZF,149.85,0.0005,858.56
320,10,AAFFFAAFFFZFFSFFZFFAAFFZFFFZF,150.04,0.0007,812.74
321,10,AAFFFZFFZFFACAFFZFFFZFZFFZFZFF,149.65,0.0005,871.11
322,10,AAFFFAAFFZFFFZFAAFFFSFFZFFZFF,146.99,0.0006,819.15
323,10,AAFZFFFZFFSFFZFFZFZFZFFZFFFZF,146.99,0.0003,896.13
324,10,AAFFZFFFSFFZFFZFZFZFZFFFZFFZF,149.89,0.0005,904.34
325,10,AAFFAAFFFZFFZFZFFFSZFFFZFZFFF,148.19,0.0001,867.85
326,10,AAFFFZFFZFFACAFFFZFZFFFZFZFZFF,150.4,0.0002,879.98
327,10,AAFFFAAFFZFFFSFFZFFAAFZFFFZFF,148.04,0.0007,820.28
328,10,AAFFFAAFFZFFFZFZFAAFFFZFZFFFZF,151.49,0.0011,868.99
329,10,AAFFFZFAAFFFZFZFFFZFAAFZFFFZFF,147.95,0.0007,871.38
330,10,AAFFFAAFZFFFZFFZFZFZFZFFZFFFZF,150.54,0.0002,912.57
331,10,AAFFFACAFFZFFFZFZFFZFZFZFFZFFF,149.57,0.0006,879.55
332,10,AAFFFZFZFFFZFAAFFZFFFSFFZFFZF,147.89,0.0008,863.42
333,10,AAFFFZFFZFZFZFFZFFZFFFASFZFF,150.74,0.0001,840.60
334,10,AAFFFZFZFFZFFFSFFSFZFFFZFZFF,148.88,0.0003,856.89
335,10,AAFFFZFFAAFZFZFFFZFFZFZFZFZFFF,149.18,0.0005,909.83
336,10,AAFFFZFFAAFFZFFFZFSFFZFZFFFZF,147.24,0.0008,866.12
337,10,AAFFFSZFFFZFFAAFFFZFZFZFFZFFF,149.56,0.0004,866.82
338,10,AAFAAFFFZFFZFFAAFFFAAFFZFFZFFF,147.89,0.0003,814.12
339,10,AAFFFSFFZFFZFZFFFACAFFFZFFZFF,147.26,0.0006,829.03
340,10,AAFFFAAFFFZFZFFFACAFFZFFFZFZFF,148.36,0.001,842.58
341,10,AAFFFZFZFFZFFFACAFZFFFZFFZFZFF,148.88,0.0003,878.77
342,10,AAFFFACAFFFZFFZFFZFZFZFZFFFZFF,151.49,0.0007,877.78
343,10,AAFFFZFFAAFFZFFZFFZFFASFFZFF,146.89,0.0004,785.35
344,10,AAFFFZFFAAFFZFFZFFFACAFFZFFFZF,149.03,0.0008,830.89
345,10,AAFFFZFFSFFZFZFFZFFFACAFFFZFF,147.26,0.0006,826.72
346,10,AAFFFZFZFFFZFAAFZFFZFFFZFZFZFF,149.45,0.0001,907.97
347,10,AAFFFSFFZFFZFZFFFAAFZFFZFFFZF,148.45,0.0005,862.48
348,10,AAFFFZFZFZFFFZFFACAFFZFFFZFZFF,148.16,0.0005,880.77
349,10,AAFFFZFFZFZFZFZFFFZFFZFSFFZFF,150.54,0.0001,899.94
350,10,AAFFZFFFZFZFFAAFFZFFZFFFSFFZF,148.59,0.0006,858.87
351,10,AAFFFSFFZFFZFFZFAAFFFZFZFFFZF,146.74,0.0004,862.75
352,10,AAFFZFFZFFFSFFZFZFZFZFFFZFFZF,149.18,0.0003,898.98
353,10,AAFFZFFFACAFFFZFFZFFAAFZFFFZFF,146.89,0.0009,829.94
354,10,AAFFFZFZFFFZFAAFFZFFZFFFSFFZF,147.24,0.0003,863.71
355,10,AAFFZFFZFFFACAFFFZFFSFFZFFZFF,146.89,0.0002,816.88
356,10,FFFZFFSFZFFZFFZFFZFZFFZFZ,141,0.001,751.80
357,10,AAFFFSFFZFZFFZFFFACAFFFZFZFFF,149.97,0.0009,844.58
358,10,AAFFFZFFAAFFFZFZFFFSZFFFZFFZF,149.85,0.0002,859.15
359,10,ACAFFFZFFZFZFFZFFFSZFFFZFZFFF,148.87,0.0003,860.97
360,10,AAFFFAAFFZFFFAAFFFACAFFFZFFZFF,149,0.001,792.02
361,10,AAFFFZFZFFZFFFSFFSFFZFZFFFZF,149.97,0.0003,863.07
362,10,AAFFFZFFASFZFFZFFZFFZFZFZFFF,149.43,0.0007,832.56
363,10,AAFFFSFZFFFAAFFFZFZFZFZFFFZFF,150.43,0.0004,867.52
364,10,AAFFFAAFFFZFFAAFFFSFFZFZFFFZF,145.53,0.0008,827.31
365,10,AAFFFZFFACAFFFZFZFFFZFZFZFZFFF,151,0.0008,887.39
366,10,ACAFFFZFFZFZFFFSFFZFZFZFFFZFF,148.87,0.0006,876.75
367,10,AAFFFZFFAAFFZFZFFFZFFACAFFFZFF,146.31,0.0005,832.72
368,10,AAFFFZFAAFFZFFFZFZFZFFFSFZFFF,148.59,0.0002,859.48
369,10,AAFFFAAFFFAAFFZFFFZFAAFZFFFZFF,147.95,0.0003,821.56
370,10,AAFFFSFZFFFZFZFFZFAAFFFZFFZFF,149.56,0.0004,856.55
371,10,AAFAAFFFZFFZFFZFZFZFFZFZFFFZFF,150.16,0.0001,900.15
372,10,AAFAAFFFZFFZFFZFAAFFFZFZFFZFFF,150.43,0.0003,857.93
373,10,AAFFFZFZFZFFFZFFAAFZFZFFFZFFZF,149.16,0.0003,907.55
374,10,AAFZFFFZFFZFZFZFFFSFFZFZFFFZF,147.89,0.0005,909.55
375,10,AAFFFZFFAAFZFFFZFFZFAAFFZFFFZF,146.06,0.0007,857.32
376,10,AAFFAAFFFZFFZFFAAFZFFFAAFFFZFF,148.59,0.0003,816.20
377,10,AAFFFZFZFZFZFFFZFFZFAAFZFFFZFF,148.22,0.0004,906.93
378,10,AAFFFACAFFFZFFZFZFFFAAFZFFZFFF,149.03,0.0006,837.19
379,10,AAFFFSFZFFFAAFFZFFFAAFZFFZFFF,147.39,0.0004,811.14
380,10,AAFFFSFZFFZFFFAAFZFFFAAFFZFFF,148.19,0.0001,811.17
381,10,AAFFFZFZFZFFZFFZFFFACAFZFFFZFF,146.99,0.0007,878.36
382,10,AAFFFAAFFZFFFZFZFZFZFZFFFZFFZF,151.22,0.0003,910.03
383,10,AAFFFSZFFFZFFZFZFZFFFAAFFZFFF,146.99,0.0003,867.52
384,10,AAFFFAAFFFAAFFFZFZFFFSZFFFZFF,148.04,0.0006,830.53
385,10,AAFFFZFZFZFFFZFZFFFSZFFZFFFZF,149.18,0.0002,912.96
386,10,AAFFFZFZFFFSZFFZFFFZFZFZFZFFF,148.22,0.0002,914.35
387,10,AAFFFSFFSFFZFFZFFZFZFZFFZFFF,150.14,0.0002,856.30
388,10,AAFFFZFZFFFSFFZFFAAFZFFFZFFZF,150.28,0.0004,863.41
389,10,AAFFFAAFFFZFFZFAAFZFFFZFFZFZFF,147.64,0.0004,859.15
390,10,AAFFFASFZFFZFFZFFZFZFZFFZFFF,150.41,0.0002,840.45
391,10,AAFFFAAFFZFFFAAFFZFFFSZFFFZFF,147.95,0.0007,822.49
392,10,ACAFFFZFZFFFZFZFZFFZFZFFZFFFZF,148.94,0.0002,925.97
393,10,AAFFFZFFZFAAFFZFFFZFZFFSFFZFF,148.59,0.0003,850.94
394,10,AAFFZFFFZFZFZFFZFFFSZFFFZFFZF,147.95,0.0003,897.17
395,10,AAFFFAAFFFZFFZFZFZFZFFZFFFZFZF,149.45,0.0003,908.48
396,10,AAFFFAAFFZFFZFFFAAFZFZFFZFFFZF,150.28,0.0004,859.54
397,10,AAFFFACAFFFZFFZFFZFAAFFFZFZFFF,148.32,0.0007,835.64
398,10,ASFZFFZFFZFFZFZFFZFZFFZFFFZF,150.02,0.0001,872.34
399,10,ACAFFFSFFZFFZFFZFZFZFFZFFZFFF,147.82,0.0004,865.30
400,10,ASFFZFZFFFZFZFZFZFFFZFZFFZFF,149.31,0.0006,900.13
401,10,AAFFFZFFSFFZFFZFFAAFZFFFZFFZF,149.3,0.0003,853.16
402,10,ACAFFFZFFZFFZFZFZFFZFFFSFFZFF,149.43,0.0006,867.72
403,10,AAFFFAAFFFZFFZFZFAAFFFZFFZFFZF,149.89,0.0001,858.07
404,10,FFFSZFZFFFZFFZFZFZFZFFFZFZFFZ,148.5,0.0003,954.60
405,10,AAFFFAAFFFZFZFFFSFFSFFZFFZFF,147.26,0.0004,818.57
406,10,ACAFFFZFFZFZFFFACAFFFZFFZFZFFF,149.97,0.0006,795.74
407,10,AAFFFZFFAAFZFFFZFZFFZFFFSZFFF,147.69,0.0004,865.46
408,10,AAFFFZFFZFFZFSFFZFFZFZFFFZFZF,149.56,0.0002,903.23
409,10,AAFFFSFFZFZFFZFFFAAFZFZFFFZFF,150.87,0.0003,865.86
410,10,AAFFFAAFFFZFFAAFFZFFFSFZFFFZF,145.82,0.0007,812.59
411,10,AAFFFZFFZFFZFZFZFZFFZFFFZFZFZF,151.79,0.0001,946.96
412,10,AAFFFZFZFFFAAFFZFFFSZFFFZFFZF,149.63,0.0002,865.48
413,10,AAFFFZFZFFFZFZFAAFFFZFZFFFZFZF,150.87,0.0003,922.08
414,10,AAFAAFFFZFFZFFZFZFZFZFFFZFZFFF,150.71,0.0004,908.94
415,10,AAFFFAAFFFZFFZFSFFZFZFFFZFZFF,147.33,0.0002,863.16
416,10,AAFFFZFZFFFACAFFFZFFZFFSFFZFF,148.11,0.0003,827.73
417,10,AAFFZFFFZFZFFZFZFZFZFFFZFFZFZF,150.71,0.0002,949.69
418,10,AAFFFSFFZFFZFFZFAAFFZFFFZFZFF,149.63,0.0005,857.39
419,10,AAFFFZFFAAFZFFZFFZFFFAAFZFZFFF,148.22,0.0004,858.57
420,10,AAFFFZFFZFZFFFAAFZFZFFFZFFZFZF,150.43,0.0004,912.18
421,10,AAFFFZFFAAFFZFZFFFZFZFFFSZFFF,148.59,0.0003,869.21
422,10,AAFFFAAFFFZFZFFZFFFSZFFZFFFZF,146.43,0.0006,864.60
423,10,AAFFFZFZFFFZFACAFFFZFFZFFZFZFF,147.36,0.0004,879.16
424,10,AAFFFZFFZFAAFFFZFZFFFZFSFFZFF,147.64,0.0001,865.54
425,10,AAFFAAFFFZFZFFFZFAAFZFFFZFZFFF,147.89,0.0002,868.91
426,10,AAFFFAAFFFAAFFFZFFSFFAAFFFZFF,147.4,0.0005,774.64
427,10,AAFFAAFFFZFFZFFAAFFZFZFFZFFFZF,146.43,0.0001,860.40
428,10,AAFFFZFZFZFFZFFFZFACAFFFZFFZFF,148.85,0.0002,878.32
429,10,AAFFFZFZFFFZFZFAAFFZFFFZFZFFZF,150.43,0.0001,913.26
430,10,ASFFZFZFFFZFZFZFFZFZFFFZFZFF,150.57,0.0004,899.61
431,10,AAFFZFFFSFZFFFZFZFZFZFFZFFFZF,151.22,0.0002,897.95
432,10,AAFFZFFFZFAAFFZFFFZFSFFZFFZFF,148.9,0.0001,857.53
433,10,ASFZFFFZFZFFZFZFZFFFZFZFFZFF,147.99,0.0001,879.90
434,10,AAFFFAAFFZFFFZFZFSFFZFFZFFZFF,147.24,0.0001,859.86
435,10,AAFFFZFFACAFFZFFFZFZFFZFZFZFFF,149.43,0.0003,886.81
436,10,AAFFZFFFSFFZFZFFFACAFFFZFFZFF,149.34,0.0005,830.52
437,10,AAFFFSFZFFFAAFFFZFAAFFFZFZFFF,149.85,0.0005,819.69
438,10,AAFFFSFFZFZFZFFFZFFAAFZFFZFFF,150.18,0.0004,865.44
439,10,AAFFZFZFFFZFZFFFSFZFZFFZFFFZF,147.89,0.0001,903.89
440,10,AAFFFZFZFZFFFZFZFFASFFZFFZFF,149.07,0.0002,851.43
441,10,AAFFFSFFZFFZFFZFZFZFZFFFZFFZF,151.49,0.0001,903.26
442,10,AAFFASFFZFFZFFZFZFFZFZFFZFFF,150.02,0.0001,832.46
443,10,AAFFFSZFFFZFZFFFAAFFZFZFFZFFF,148.45,0.0002,867.16
444,10,AAFFAAFFFZFZFFFZFAAFFZFZFFFZFF,148.19,0.0002,870.32
445,10,AAFFFZFZFFFZFZFZFZFZFFFZFFZFZF,151.79,0.0003,961.99
446,10,AAFFFZFFZFFAAFZFFZFFZFFFAAFZFF,149.89,0.0002,849.80
447,10,AAFFFZFFZFZFFZFFASFFZFFZFFZF,148.32,0.0003,837.50
448,10,AAFFFZFAAFZFFFZFFZFZFFAAFFZFFF,147.95,0.0003,865.75
449,10,AAFFFZFZFFFSFZFFZFFFACAFFFZFF,148.47,0.0003,827.57
450,10,AAFFFAAFFZFFFZFZFAAFFZFFFZFZFF,146.93,0.0001,864.24
451,10,AAFFFZFAAFFFZFFZFZFFFSZFFFZFF,148.59,0.0003,865.36
452,10,ACAFFFZFFZFFZFSFFZFFZFFZFZFFF,150.14,0.0001,829.54
453,10,AAFFFZFSFFZFFZFFZFFAAFZFFFZFF,147.24,0.0002,856.93
454,10,AAFFFAAFFFSFZFFFZFZFFAAFFZFFF,146.93,0.0001,815.39
455,10,AAFFFSFZFFFZFAAFFFZFFAAFFZFFF,146.43,0.0002,817.96
456,10,AAFFFZFFAAFFZFFZFFFASFZFFZFF,147.76,0.0004,784.16
457,10,FFFSZFZFFFZFFZFZFZFFZFZFFFZFZ,149.45,0.0001,955.15
458,10,AAFFFAAFFFZFZFFFASFZFFZFFZFF,145.94,0.0001,802.02
459,10,AAFFAAFFFZFFZFFSFFAAFFFZFZFFF,147.89,0.0003,820.16
460,10,AAFFFSZFFZFFFZFZFZFFZFZFFZFFF,150.16,0.0001,904.70
461,10,AAFZFFFZFFZFZFFSFFZFFZFZFFFZF,147.49,0.0001,899.78
462,10,FFFSFFSFFZFZFFFZFZFZFZFFFZFZ,149.31,0.0003,914.05
463,10,AAFFZFFFSZFFFZFFZFZFZFZFFFZFF,146.99,0.0001,900.59
464,10,ACAFFFZFFZFZFFZFFFSFZFZFFFZFF,149.03,0.0002,865.42
465,10,AAFFZFFFSFFZFFZFAAFFZFFFZFZFF,148.19,0.0002,858.51
466,10,AAFFFZFZFZFFFZFFSFFSFFZFFZFF,149.03,0.0001,856.58
467,10,AAFFFZFZFFASFFZFFZFFZFZFZFFF,149.97,0.0001,839.92
468,10,AAFFFZFAAFFFZFFZFFACAFFFZFFZFF,147.69,0.0002,828.35
469,10,FFFSFFSFZFFFZFZFFZFZFZFFFZFZ,149.15,0.0001,905.28
470,10,ACAFFZFFFZFZFFZFZFFZFZFFZFFFZF,148.36,0.0002,918.10
471,10,AAFFFZFFZFFAAFZFFFZFFSFFZFFZF,147.39,0.0001,853.09
472,10,AAFFFZFZFFZFFZFFASFZFFFZFZFF,147.76,0.0001,842.28
473,10,AAFFFZFFZFFSFFSFFZFFZFFZFZFF,149.39,0.0001,847.42
474,10,FFFSFFSZFFFZFFZFZFFZFZFFZFFZ,148.19,0.0001,897.44
475,10,AAFFSFFZFFZFFZFFAAFFZFZFFFZFF,146.43,0.0001,851.52
476,11,AAFFFZFZFFFSFFZFZFZFFFZFZFF,156.33,0.008,833.63
477,11,AAFFFAAFFFAAFFFZFZFFAAFFFZFF,155.15,0.0163,744.44
478,11,AAFFFZFZFFZFFZFZFFZFFZFF,142.97,0.2065,695.98
479,11,ACAFFFZFFZFFZFZFZFFZFFZFFZFF,149.97,0.0028,823.17
480,11,AAFFFAAFFFZFFAAFZFFFZFZFFZFF,150.42,0.009,780.05
481,11,AAFFFAAFFFZFFSFFZFZFFZFFZFF,147.47,0.0027,774.69
482,11,AAFFFZFFZFZFFZFFAAFFZFFFZFZF,151.64,0.006,824.25
483,11,AAFFZFFFZFSFFZFFZFFAAFZFFFZFFZF,155.58,0.0002,932.05
484,11,AAFFFSFFZFZFFFAAFFZFFZFZFFF,153.65,0.0079,784.51
485,11,AAFFFAAFFFAAFFFAAFFFZFZFZFFF,157.28,0.0125,757.44
486,11,FFFZFZFFZFZFFZFFZFFZFZFZ,144.29,0.1516,745.62
487,11,AAFFFAAFFFZFZFFZFFAAFFZFFFZF,148.07,0.0124,780.14
488,11,AAFFFZFFAAFFZFFZFFFSFZFFZFF,148.13,0.0036,766.40
489,11,AAFFFSFFZFFAAFFFZFZFFZFZFFF,153.89,0.0116,785.40
490,11,AAFFFZFZFFFSZFFFZFFZFAAFFZFFFZF,157.47,0.0001,941.41
491,11,AAFFFZFFZFAAFFFZFFZFZFZFFFZF,149.47,0.0082,828.46
492,11,AAFFASFFZFFZFZFFFAAFFZFZFFZFFF,155.9,0.0001,878.99
493,11,AAFFFZFZFFFACAFFFZFFZFZFFZFF,155.15,0.0097,794.87
494,11,AAFFFZFZFFZFFFSFZFZFFFZFZFF,148.29,0.004,823.42
495,11,AAFFFSFFZFFAAFFFZFFACAFFFZFFZFF,154.68,0.0003,866.73
496,11,AAFFFAAFFFSFFZFFZFZFFZFZFFF,157.28,0.0107,784.52
497,11,AAFFZFFZFZFFFZFZFZFZFFZFFFZF,152.18,0.003,865.93
498,11,AAFFFSFZFFZFFZFFZFZFZFFZFFF,149.02,0.0015,812.60
499,11,AAFFFSFFZFFZFZFFZFFAAFFFZFF,147.67,0.0068,776.23
500,11,AAFFFZFFZFZFFZFZFFZFFFSFFZF,151.78,0.0059,820.62
501,11,AAFFFAAFFFZFZFZFFFZFAAFFFZFF,157.28,0.015,788.00
502,11,AAFFFSFFZFZFFZFFZFFAAFFZFFF,147.47,0.006,776.16
503,11,AAFFZFFZFFZFFZFZFZFZFFFZFFZF,151.66,0.0027,855.64
504,11,AAFFFSFFZFFZFFAAFFZFFZFFZFF,146.52,0.0054,767.41
505,11,AAFFFZFZFFFAAFZFFFZFZFZFFFZF,155.91,0.0054,837.19
506,11,AAFFFAAFFZFFFAAFFZFFAAFFFZFF,153.34,0.0059,735.40
507,11,AAFFFZFAAFFZFFFZFZFZFFZFZFFF,155.15,0.0059,832.00
508,11,AAFFFAAFFZFFFZFAAFFZFFFSFZFFFZF,154.77,0.0004,893.95
509,11,AAFFFZFFAAFFFZFZFFAAFFFZFFZF,148.19,0.0084,779.95
510,11,AAFFFAAFFFZFAAFFFZFFZFZFZFFF,151.78,0.013,786.47
511,11,AAFFFZFFZFZFZFFFSFFZFFZFZFF,156.74,0.0072,823.31
512,11,AAFFFZFFAAFFZFFFAAFFZFZFFFZF,152.94,0.0117,786.44
513,11,AAFFFZFFZFAAFFFZFZFFFAAFFZFF,149.85,0.0086,784.91
514,11,AAFFFZFZFFFSFFZFZFFZFZFFFZF,149.65,0.0075,829.39
515,11,AAFZFFFZFFZFZFZFFZFFZFZFFFZF,151.15,0.0032,866.32
516,11,AAFFFZFZFFZFZFFFZFAAFFZFFFZF,157.06,0.0076,829.78
517,11,AAFFFZFFZFZFZFFZFFFAAFZFFFZF,150.35,0.0037,828.67
518,11,AAFFFZFAAFFFZFFAAFFFZFZFZFFF,154.19,0.0159,793.37
519,11,AAFFZFFZFFZFFFSZFFZFFZFFZFF,148.44,0.002,803.95
520,11,AAFFZFFFZFZFZFZFFFZFZFZFFFZF,152.1,0.0067,879.38
521,11,AAFFAAFFFZFFZFZFFAAFFFZFZFFF,156.74,0.005,787.76
522,11,AAFFZFFZFFFACAFFFZFZFFZFFZFF,151.38,0.0057,785.54
523,11,AAFFFAAFFFZFFAAFFZFFZFZFFFZF,151.56,0.0106,780.20
524,11,AAFFFZFZFFZFZFFZFFFACAFFFZFF,149.64,0.0091,793.94
525,11,AAFFFAAFFFSFFZFZFFFZFAAFZFFFZFF,156.27,0.0002,909.47
526,11,AAFFFZFFZFAAFFZFFFZFZFZFFZFF,147.79,0.004,818.19
527,11,AAFFFZFFZFZFFSFFZFFZFFZFZFF,152.82,0.0028,813.90
528,11,AAFFFZFFSFFZFFZFZFFZFZFFFZF,148.74,0.0045,820.24
529,11,AAFFFZFZFFAAFFZFFFZFZFZFZFFF,152.1,0.0074,835.47
530,11,FFFSZFFFZFZFZFFFZFZFZFFZFFZ,157.06,0.0035,873.50
531,11,AAFFFZFFZFZFZFZFFFZFFAAFFZFF,150.6,0.0043,822.03
532,11,AAFFFZFFZFZFFAAFFZFFFZFZFZFF,152.1,0.0037,827.68
533,11,AAFFFZFZFFZFFFSZFFFZFZFFZFF,152.48,0.0033,823.72
534,11,AAFFFSFFZFFZFZFFFACAFFZFFFZFZFF,154.73,0.0002,916.58
535,11,AAFFFZFZFZFFFZFZFFSFFZFFZFF,155.15,0.0057,822.64
536,11,AAFFFAAFFFZFZFFFACAFFFAAFFFZFFZF,157.8,0.0005,881.98
537,11,AAFFFZFZFFZFFZFFSFFZFZFFFZF,149.39,0.004,819.05
538,11,AAFFFZFZFZFFFZFZFFAAFFZFFFZF,154.93,0.0076,833.06
539,11,AAFFFZFZFFSFFZFFZFFZFZFZFFF,157.28,0.0028,821.64
540,11,AAFFFZFFZFZFFZFZFFFSFFZFFZF,155.15,0.0062,821.17
541,11,AAFFFZFFAAFFZFFFSFFZFZFFZFF,149.89,0.0093,777.57
542,11,AAFFZFFFZFSFFZFFZFZFFZFFZFF,151,0.003,814.53
543,11,AAFFFAAFFFZFFAAFFZFZFFFZFZFF,148.19,0.0077,784.52
544,11,AAFFFZFFZFZFFZFFSFFZFFZFFZF,149.15,0.0026,810.42
545,11,AAFFFZFFZFZFZFFZFFFSFFZFZFF,149.64,0.0053,823.33
546,11,AAFFFSFFZFFZFZFZFFFZFZFZFFF,157.28,0.0099,831.78
547,11,AAFFFZFZFZFFFZFZFZFFFSFFZFF,156.74,0.0092,833.13
548,11,AAFFFAAFFFZFZFFZFZFFFSFFZFF,150.11,0.0121,785.65
549,11,AAFFFZFFAAFFZFFZFFZFFSFFZFF,146.89,0.004,766.50
550,11,AAFFFAAFFZFFFZFAAFFZFFZFFZFF,150.11,0.0105,771.15
551,11,AAFFFAAFFFZFZFFZFFSFFZFFZFF,154.44,0.0058,774.87
552,11,AAFFFZFFAAFZFFFZFFAAFFZFFZFF,148.13,0.0079,776.98
553,11,AAFFFZFFSFFZFFAAFFFZFZFFZFF,153.9,0.0053,775.05
554,11,AAFFFZFAAFFFZFFZFZFFAAFFFZFF,153.65,0.0076,785.09
555,11,AAFFFZFZFZFFFSFFZFFZFZFZFFF,157.28,0.0104,831.79
556,11,AAFFFZFFZFFAAFFZFZFFFZFZFFZF,147.24,0.003,825.23
557,11,AAFFFZFAAFFFZFZFFFAAFFZFZFFF,150.04,0.0114,793.47
558,11,AAFZFFFZFFSFFZFFZFZFZFZFFFZFFZF,157.02,0.0001,973.73
559,11,AAFFFZFFSFFZFZFFFAAFFZFFZFF,149.39,0.004,775.50
560,11,AAFFFAAFFFZFFAAFFZFFFSZFFFZFFZF,155.71,0.0002,897.24
561,11,AAFFFZFZFFZFZFFFZFSFFZFFZFF,153.65,0.0034,823.38
562,11,AAFFAAFFFZFFAAFFFZFZFZFFZFFF,150.05,0.0077,781.89
563,11,AAFFFZFFACAFFFZFFZFZFFZFFFSZFFF,155.71,0.0001,920.64
564,11,AAFFZFZFFFZFZFFZFZFZFFZFFFZF,157.06,0.0029,871.25
565,11,AAFFFZFFZFFAAFZFFFZFZFFZFFZF,146.93,0.0027,820.46
566,11,AAFFZFFZFFFSFZFFFACAFFFZFZFFFZF,153.83,0.0002,909.45
567,11,AAFFFAAFFZFFFAAFFFASFZFFZFFZFF,156.45,0.0006,830.87
568,11,AAFFFZFZFFFZFAAFFZFFZFFZFFZF,150.82,0.0044,820.94
569,11,ACAFFFZFFZFZFFZFFZFZFZFFFZFF,152.44,0.0046,832.98
570,11,ACAFFFZFFZFZFZFFFZFZFZFFZFFF,151.64,0.0029,841.74
571,11,AAFFFAAFFFSFFAAFFFZFFZFAAFFZFFF,154.8,0.0003,857.65
572,11,AAFFFZFZFFZFFFSFZFFZFZFFFZF,150.1,0.0048,819.29
573,11,AAFFFZFFZFFAAFFZFFZFZFFFZFZF,151.65,0.0037,824.40
574,11,FFFSFFSFFZFFZFZFFZFFZFZFFZ,154.36,0.0011,813.65
575,11,FFFSZFFFZFFZFZFZFFZFFZFFZFZ,150.68,0.0011,865.99
576,11,AAFFFZFFZFZFFZFZFFZFFZFFFSF,152.48,0.0014,813.77
577,11,AAFFFZFSFFZFFZFFZFZFFZFZFFF,147.98,0.003,822.36
578,11,AAFFFACAFFFZFFZFFAAFFFSFFZFZFFF,156.45,0.0003,874.31
579,11,AAFFFZFFZFFSFFZFZFFZFFZFFZF,149.64,0.0014,810.18
580,11,AAFFFZFFSFFZFFZFZFZFFFZFZFF,149.83,0.0043,822.19
581,11,AAFFAAFFFZFFZFZFFZFZFZFFFZFF,150.05,0.0027,827.06
582,11,AAFFFAAFFFAAFFFZFZFFFSZFFZFFFZF,154.41,0.0003,905.01
583,11,AAFFFZFFAAFZFFZFFZFFZFFFSZFZFFF,157.73,0.0001,933.59
584,11,AAFFFACAFFFZFFZFFZFZFAAFFFZFFZFF,158.16,0.0003,911.45
585,11,AAFFFZFFZFZFFFSFZFFZFFZFFZF,148.94,0.0013,810.43
586,11,AAFFFZFFAAFFZFFFZFAAFZFFZFFFZFZF,154.62,0.0002,941.47
587,11,AAFFZFFFSFFZFFAAFFZFFZFFZFF,148.63,0.0037,768.46
588,11,AAFFFAAFFZFFZFFFACAFFFSFFZFFZFF,154.13,0.0002,866.30
589,11,AAFFFAAFFZFFFZFAAFFFAAFZFFFZFFZF,158.71,0.0005,902.20
590,11,AAFFFAAFFFAAFFFZFFACAFFFZFZFFFZF,155.81,0.0005,883.11
591,11,AAFFFSFZFFFZFZFZFFZFFZFZFFF,154.52,0.0019,821.63
592,11,AAFFFZFZFFZFFZFZFFFSFZFFFZF,147.79,0.0034,819.33
593,11,AAFFFZFZFFZFFZFFAAFZFFFZFFZF,154.61,0.0067,820.33
594,11,AAFFZFFFZFZFFAAFFZFFZFFZFFZF,147.39,0.0028,815.54
595,11,AAFFFAAFFFZFZFFFSFZFFZFFZFF,149.89,0.0038,774.53
596,11,ASFFZFFZFZFFZFFZFZFFZFFZFF,151.94,0.0036,796.04
597,11,AAFFFAAFFFZFZFFFSFFSFFZFZFFFZF,155.71,0.0005,909.46
598,11,AAFFFZFAAFZFFFZFFZFZFFSFFZFZFFF,154.06,0.0001,945.87
599,11,AAFFFZFFAAFFZFZFFFZFFASFZFFZFF,153.46,0.0002,871.28
600,11,AAFFFZFAAFFFZFZFFZFFFASFZFZFFF,155.84,0.0002,884.35
601,11,AAFFFZFFZFFZFAAFFZFFFSFFZFFZFZF,158.84,0.0002,932.17
602,11,AAFFFZFAAFFFZFZFFZFFFSFFSFZFFF,156.11,0.0001,899.00
603,11,AAFFFZFFZFSFFZFFZFFZFZFFZFF,150.82,0.0023,813.91
604,11,AAFFAAFFFZFFZFZFFFSFAAFFFZFFZFF,154.8,0.0001,896.85
605,11,AAFFFZFZFFFZFZFSFFZFFZFZFFFZFZF,158.28,0.0002,996.54
606,11,AAFFFSZFFZFFFZFZFZFZFFFAAFFZFFF,155.79,0.0001,945.81
607,11,AAFFZFFFSFFZFZFFFACAFFFZFZFFFZF,157.37,0.0004,920.60
608,11,AAFFFACAFFFZFFZFFSFFZFFAAFFZFFF,157.45,0.0001,862.61
609,11,AAFFFZFFZFZFFZFFFSZFZFFFZFFZFZF,157.95,0.0003,988.14
610,11,AAFFFZFSFFZFFZFZFFFZFAAFZFFFZFF,155.12,0.0001,947.05
611,11,AAFFFZFFZFZFZFFZFFZFFFSFZFF,150.14,0.0016,813.18
612,11,AAFFFZFFAAFFZFFZFFFACAFZFFFZFFZF,154.91,0.0002,912.35
613,11,AAFFFZFFAAFFZFFZFFZFFASFZFFFZF,154.91,0.0001,867.49
