pore_number,pore_N,Canonical_STRONGs,formation_time,formation_probability,formation_energy
18631,22,AAFFFZFFZFFAAFZFZFFZFFZFZFFFSFZFFZFZF,205.29,0.0001,1178.10
18632,22,AAFFFZFZFFZFZFZFFZFZFZFFFZFFACAFZFFFZF,208.82,0.0001,1216.60
18633,22,AAFFFASFZFFZFFZFZFZFFZFFAAFZFFFZFZFF,216.77,0.0002,1123.89
18634,22,AAFFFAAFFFZFAAFFZFFZFZFFZFFASFFZFZFF,208.92,0.0001,1085.75
18635,22,AAFFZFFZFZFFFZFASFZFFZFZFFZFZFFZFFZF,202.6,0.0002,1155.08
18636,22,AAFFFACAFFFZFFZFZFZFZFFZFFZFFACAFFFZFF,202.57,0.0003,1084.21
18637,22,AAFFAAFFZFFFAAFZFZFFFZFZFZFFAAFZFFFZFF,206.15,0.0002,1154.88
18638,22,AAFFFZFFACAFFFZFZFFZFFAAFFZFZFFZFFFSF,206.96,0.0001,1112.46
18639,22,AAFFFAAFFFSFFAAFFFZFAAFFFZFZFZFZFFFZF,213.26,0.0001,1118.66
18640,22,AAFFZFFZFFZFZFFZFZFZFZFFZFFZFFZFZF,204.15,0.0004,1103.47
18641,22,AAFFFZFZFFFACCAFFFZFZFFZFFZFFACAFFZFFZFFZF,205.51,0.0001,1209.49
18642,22,AAFFAAFFFZFAAFZFFFZFZFFZFZFFAAFZFFZFFF,217.27,0.0002,1151.06
18643,22,AAFFAAFFFAAFFZFFFZFACAFFFAAFFFAAFZFFFZFZFF,207.02,0.0001,1213.50
18644,22,AAFFFZFFACAFFFZFZFFZFZFFFACAFFZFFZFFZF,218.53,0.0001,1139.67
18645,22,AAFFZFFZFZFZFFZFFFACAFFFSFFZFZFZFFFZF,212.08,0.0001,1166.45
18646,22,AAFFAAFFFZFZFFFAAFZFZFFZFZFZFFFZFFASFZFF,205.84,0.0001,1252.72
18647,22,AAFFFAAFFZFFZFAAFFZFFFZFZFAAFZFFFZFZFF,219.05,0.0001,1150.43
18648,22,AAFFFZFZFFAAFFFZFZFZFFZFZFZFFFZFZF,211.18,0.0009,1082.74
18649,22,AAFFAAFFFZFFZFAAFFFAAFFZFFAAFFFAAFFFZF,205.94,0.0001,1066.45
18650,22,ACAFFFZFFZFZFZFFZFZFZFFZFFZFFFSZFZFFF,201.67,0.0002,1169.92
18651,22,AAFFAAFFZFFZFFAAFFFAAFFZFFACAFFFZFFZFF,202.41,0.0001,1069.30
18652,22,AAFFFAAFFFAAFFFZFAAFZFFFAAFFFAAFFZFFZF,204.77,0.0002,1070.89
18653,22,AAFFZFFZFZFFZFZFFZFFZFACAFFZFFFZFZFFZF,208.4,0.0001,1199.20
18654,22,AAFFFACAFFFZFZFFZFZFFZFFAAFFSFFZFFZFF,211.69,0.0001,1112.56
18655,22,AAFFFAAFFFZFFACAFFFAAFFZFFZFFAAFFZFFZF,201.45,0.0001,1074.90
18656,22,AAFAAFFFZFFAAFFFZFAAFFAAFFFZFFZFAAFZFFFZFF,222.65,0.0001,1227.75
18657,22,AAFFFAAFFFZFZFZFFFACAFFZFFZFFAAFFFZFZF,206.56,0.0002,1130.34
18658,22,AAFFFACAFFZFFFZFZFAAFFZFFZFFZFZFZFZFFF,205.99,0.0001,1168.01
18659,22,AAFFZFFFZFAAFFZFZFZFFFZFAAFZFFFZFFZFSFZFF,214.93,0.0001,1283.72
18660,22,AAFFZFZFFFZFZFZFFZFZFZFFASFFZFZFFFZFZFZF,211.93,0.0001,1350.46
18661,22,AAFFAAFFFZFFAAFZFFFAAFFZFZFFFACAFFFZFF,213.42,0.0002,1083.40
18662,22,AAFFZFFFACCAFFZFFFZFZFFZFAAFZFFFZFZFZFFZFF,212.23,0.0001,1296.55
18663,22,AAFFFAAFFFACAFFFZFZFFFACAFFFZFZFZFFZFF,204.94,0.0001,1050.78
18664,22,AAFFFAAFFZFFZFFAAFZFFFZFAAFFZFFFSFFZF,211.51,0.0002,1101.23
18665,22,AAFFFZFZFFAAFFZFFFASFZFZFFFAAFFZFZFF,207.91,0.0001,1089.07
18666,22,AAFAAFFFZFZFFZFFAAFFZFZFFFAAFZFZFFFZFF,216.76,0.0002,1153.74
18667,22,AAFFFAAFZFFFAAFZFFFZFZFZFFZFAAFFZFFFZF,210.66,0.0002,1155.42
18668,22,AAFFFSFZFFAAFFFZFFAAFZFZFFFZFZFZFZFFF,216.15,0.0003,1152.30
18669,22,AAFAAFFFAAFFFZFZFZFZFFFZFAAFFZFZFFZFFF,211.16,0.0001,1160.18
18670,22,AAFFFZFFAAFFZFZFZFFZFFZFZFFFACAFZFFFZF,204.5,0.0001,1169.85
18671,22,AAFFAAFFFAAFFZFFFAAFZFFAAFFFZFAAFFFZFF,218.64,0.0002,1066.80
18672,22,AAFFFAAFFZFFZFFAAFFZFZFFFACAFFZFFFZFZF,212.13,0.0001,1122.93
18673,22,AAFFZFFZFFAAFZFFFZFZFFAAFZFFFSFFZFFZF,209.61,0.0001,1141.77
18674,22,AAFFFAAFFFSFZFFZFFZFZFZFFZFZFFZFF,199.09,0.0005,1016.15
18675,22,AAFFFZFAAFFZFFZFFZFFACAFFZFZFFFZFZFZFF,204.01,0.0002,1163.06
18676,22,AAFFZFFFACAFFZFFZFFFACCAFFZFFFZFZFZFZFFZFF,217.53,0.0001,1273.73
18677,22,AAFFFZFAAFZFFZFFZFFZFZFZFZFFZFFFSZFFF,214.52,0.0001,1185.43
18678,22,AAFFAAFFZFFFAAFFZFAAFFZFFFZFZFACAFFFZFFZFF,217.16,0.0001,1242.54
18679,22,AAFFZFFFACAFFFZFZFFFACAFFZFFZFZFFZFFZF,215.59,0.0002,1090.16
18680,22,AAFFAAFFFSFFZFFZFZFAAFFZFFFAAFFFACAFFZFFF,221.2,0.0001,1200.66
18681,22,AAFFFSFZFFFAAFFZFZFFFACAFFZFFZFFZFZFF,213.66,0.0001,1112.64
18682,22,AAFFFZFAAFFZFFZFZFZFZFFFZFFAAFZFZFZFFF,208.31,0.0001,1200.33
18683,22,AAFFFSFZFFZFZFFFACAFFFZFZFZFFFAAFZFFF,215.04,0.0001,1124.91
18684,22,AAFFFACAFFZFFFZFAAFZFFFZFFACAFFFAAFFZFFZFF,213.68,0.0001,1151.86
18685,22,AAFFFSFFZFFZFZFZFFZFZFFZFZFFZFFZF,218.56,0.0008,1062.46
18686,22,AAFFFAAFFZFFFAAFFFSZFFAAFFFZFFAAFZFFFZFZF,218.07,0.0001,1230.53
18687,22,AAFFFZFAAFFFZFFAAFZFZFFFZFZFFSFFZFZFF,211.22,0.0001,1151.02
18688,22,AAFFFSFZFZFFZFFZFZFFZFZFZFFZFZFFF,209.37,0.0006,1064.62
18689,22,FFFSFZFFZFFZFZFZFFZFZFZFFFZFZFZFZ,216.45,0.0004,1122.24
18690,22,AAFFFAAFFFSFFZFFAAFFZFAAFFFZFFZFZFZFF,220.09,0.0001,1106.72
18691,22,AAFFAAFFFZFZFZFZFFFZFAAFFFZFAAFZFFFZFF,216.33,0.0001,1158.59
18692,22,AAFFFAAFFZFZFFFAAFFFSZFFFZFZFZFZFFFZF,216.11,0.0001,1160.60
18693,22,AAFFAAFFFZFZFZFFZFFAAFFZFFFACAFZFFFZFF,215.34,0.0002,1124.79
18694,22,AAFFZFFFZFAAFZFZFFFZFZFZFFZFFAAFZFFFZF,214.37,0.0001,1195.29
18695,22,AAFFFZFZFFSFFZFFAAFFZFFZFZFFZFZFF,208.7,0.0012,1019.03
18696,22,AAFFFZFAAFFZFFZFFAAFFZFZFFFZFACAFFFZFF,214.17,0.0001,1123.26
18697,22,AAFFFZFZFZFFZFFZFAAFZFFFZFZFFFACAFFZFF,220.22,0.0002,1165.20
18698,22,AAFFZFFZFFZFZFZFFZFZFFFSFZFFZFFZF,213.11,0.0003,1052.11
18699,22,AAFFFSFZFFZFFAAFZFFFAAFFFZFAAFFZFZFFF,214.16,0.0001,1101.69
18700,22,AAFFFSFZFFZFZFFZFZFFZFFZFACAFFFZFFZFF,207.18,0.0002,1148.49
18701,22,AAFFFZFZFFAAFZFFFZFZFFASFFZFZFFZFZFF,213.49,0.0001,1133.80
18702,22,AAFFFSFFAAFFFZFZFAAFFFZFFZFAAFFZFFZFF,219.18,0.0001,1101.97
18703,22,AAFFFAAFFZFZFFFZFZFSFFZFZFZFFFZFZFZFF,210.82,0.0001,1205.05
18704,22,AAFAAFFFAAFFZFZFFFZFAAFFFAAFFAAFZFFFZFZFFF,213.04,0.0001,1241.60
18705,22,AAFFFZFFACAFFFZFFAAFFZFZFFFSFFZFZFZFF,219.58,0.0001,1123.52
18706,22,AAFFZFFFZFACAFFFZFZFFZFFAAFZFFFZFZFZFF,210.34,0.0002,1171.00
18707,22,AAFFFAAFFZFFZFFZFAAFFFAAFZFFZFFFAAFFZF,218.38,0.0001,1101.71
18708,22,AAFFFZFAAFFZFFFZFASFZFFAAFFFZFFAAFZFFZFF,219.3,0.0001,1191.60
18709,22,AAFFFZFFAAFFZFZFFZFFFACAFZFFZFFZFFZFZF,202.46,0.0001,1159.26
18710,22,AAFFAAFFFZFFAAFZFFFAAFFFSFFAAFFZFFZFF,219.33,0.0002,1058.87
18711,22,AAFFAAFFFZFAAFZFFFAAFFFZFZFFACAFFFAAFFZFFF,207.48,0.0001,1211.97
18712,22,AAFFFZFAAFZFFZFZFFFZFZFAAFFFZFZFZFZFFF,213.39,0.0001,1204.84
18713,22,FFFSFFSFFZFZFFZFZFFZFZFFZFZFFZFZ,201.81,0.0002,1070.73
18714,22,AAFFAAFFFZFFAAFZFFAAFFZFFFZFZFZFAAFZFFFZFF,203.55,0.0001,1271.07
18715,22,AAFFFACAFZFFFZFFAAFFZFZFFFAAFZFZFFFSFFZFF,214.33,0.0001,1250.19
18716,22,AAFFFAAFFFZFAAFFZFFFAAFZFZFFFZFAAFFFZF,225.66,0.0001,1116.51
18717,22,AAFFFAAFFFAAFFFACAFFFZFZFFZFFAAFZFFFZF,223.16,0.0004,1088.12
18718,22,AAFFFZFAAFFFZFZFFAAFFFZFZFAAFFZFFFZFZF,223.84,0.0002,1158.79
18719,22,AAFFFACAFFFAAFFFSFFZFFZFZFAAFFZFFFAAFZFFF,216.34,0.0001,1205.83
18720,22,AAFFFAAFFFAAFFFACAFFFZFFAAFZFFFZFZFZFF,221.42,0.0003,1090.54
18721,22,AAFFZFFAAFFZFFZFZFFZFZFFFACAFZFFZFFFZF,205.36,0.0001,1161.50
18722,22,AAFFFZFZFFFZFAAFZFFZFZFFZFFAAFFFZFZFZF,212.67,0.0001,1197.13
18723,22,AAFFZFFFACAFFFZFFAAFZFFFZFAAFFZFFZFFZF,203.88,0.0002,1115.51
18724,22,AAFFZFFZFFZFZFZFFSFFZFFZFFACAFFFZFFZF,205.35,0.0001,1149.46
18725,22,AAFFFZFAAFFZFFZFFAAFFZFFFACAFFZFZFFFZF,209.46,0.0001,1121.99
18726,22,AAFFFAAFFFAAFFZFFSFFZFZFFFAAFZFZFFFZF,219.15,0.0002,1109.67
18727,22,AAFFFZFZFZFFZFZFFFASFZFZFFFZFAAFFZFF,210.71,0.0001,1132.65
18728,22,AAFFFAAFZFFFZFAAFFZFFFZFAAFZFZFFFSFFZFFZF,217.65,0.0001,1271.30
18729,22,AAFFFZFFACAFZFFFZFFZFAAFFZFFZFZFFZFZFF,209.38,0.0001,1160.45
18730,22,AAFFFZFZFFZFZFZFFZFZFFZFFZFFSFZFF,211.65,0.0001,1039.91
18731,22,AAFFAAFFFZFFSFFAAFFFZFZFAAFFFZFZFFZFF,218.47,0.0001,1104.45
18732,22,AAFFFZFAAFZFFFZFFSFFZFZFZFFAAFFFZFZFF,210.9,0.0001,1150.33
18733,22,AAFFZFFZFFACAFFZFFFZFZFZFFSFFZFZFFZFF,205.84,0.0002,1152.73
18734,22,AAFFFZFZFZFFZFFSFFZFZFFZFFAAFFZFF,208.61,0.0005,1018.07
18735,22,AAFFFACAFFFZFZFZFFFAAFFZFFZFASFZFFZFFZFF,210.31,0.0001,1179.10
18736,22,AAFFFAAFFFACAFZFFFZFZFFFSFFZFAAFZFZFFFAAFFFZF,215.42,0.0001,1379.26
18737,22,AAFFAAFFZFFZFFAAFFFZFZFAAFFZFZFFFZFZFF,207.89,0.0001,1150.72
18738,22,AAFFFACAFFFZFFZFZFFAAFFZFFZFAAFFFZFFZF,214.54,0.0002,1118.69
18739,22,AAFFFAAFFFSFFZFZFFAAFFZFFFAAFZFZFFFZF,215.67,0.0001,1112.08
18740,22,AAFFFAAFFFZFZFZFZFFFAAFFFSZFFFZFZFFZF,214.53,0.0001,1159.47
18741,22,AAFFFZFAAFFFZFFZFACAFFFZFFZFZFZFFZFFZF,214.81,0.0001,1165.43
18742,22,AAFFFACAFFFZFFZFZFFSFFAAFFFZFZFZFFZFF,209.25,0.0001,1121.56
18743,22,ACAFFFZFZFZFFZFFZFFFSZFZFFZFZFFZFFZFF,214.64,0.0002,1184.20
18744,22,AAFFZFFZFFFACAFFZFZFFZFFZFZFZFFFSFFZF,207.59,0.0001,1158.78
18745,22,AAFFZFFFACAFFZFFFZFACAFZFFFZFFZFZFZFZFFZFF,208.57,0.0001,1266.86
18746,22,AAFFFACAFFFAAFFFZFZFFAAFFZFFZFAAFFFZFF,211.98,0.0001,1083.70
18747,22,AAFFZFFFSFFZFFACAFFFZFZFZFFZFFZFZFFZF,215.25,0.0002,1158.12
18748,22,AAFFFSZFFFZFZFFZFZFZFFZFZFFFACAFFFZFF,207.42,0.0001,1168.00
18749,22,AAFFFAAFFFZFZFAAFFZFFFAAFFZFZFFFSFZFF,214.38,0.0001,1105.91
18750,22,AAFFFAAFFFAAFFZFFAAFZFFFZFFACAFFFZFZFF,206.72,0.0002,1083.66
18751,22,AAFFZFZFFZFFFSFFACAFFFZFZFFZFZFZFFFZF,212.41,0.0003,1167.38
18752,22,AAFFZFFFZFSFFSFZFFZFFZFZFFZFZFZFFZFF,208.25,0.0001,1171.85
18753,22,AAFAAFFFZFFAAFFFZFAAFFFAAFZFFFZFAAFFZFFFZF,204.4,0.0001,1233.87
18754,22,AAFFFZFZFZFZFFFZFAAFZFFFZFFAAFZFZFFFZF,207.41,0.0001,1203.19
18755,22,AAFFAAFFFAAFFFZFZFZFZFFFAAFZFFFSFFZFF,216.53,0.0001,1114.64
18756,22,AAFFFAAFFFAAFFZFFZFZFFZFAAFZFFFZFFZFZF,200.52,0.0001,1148.70
18757,22,AAFFFSFZFZFZFFZFFZFZFFZFFAAFZFZFFZFFF,207.82,0.0001,1182.08
18758,22,AAFFFZFZFFAAFFZFZFFFSFFZFFAAFZFZFFFZF,216.23,0.0001,1153.78
18759,22,AAFFFAAFFFZFZFAAFFFZFZFZFFZFFFACAFFZFF,218.27,0.0002,1131.94
18760,22,AAFFFZFFAAFFZFAAFFZFFFZFZFAAFFFZFZFZFF,221.74,0.0001,1154.22
18761,22,AAFFFACAFFFZFZFFZFFZFAAFFFSFFZFZFFZFF,213.47,0.0001,1120.34
18762,22,AAFFFZFAAFFZFFZFZFFFSZFFFZFZFFAAFZFFF,209.69,0.0001,1150.63
18763,22,AAFFZFFZFZFZFFFZFAAFZFFFZFFSFZFZFFFZF,207.8,0.0001,1181.75
18764,22,AAFFFZFFAAFFZFZFZFZFFFAAFFFZFZFAAFFZFF,219.97,0.0002,1157.77
18765,22,AAFFZFFFZFACAFFFZFZFZFFZFFZFFAAFZFFZFF,209.66,0.0001,1160.49
18766,22,AAFFFZFAAFFZFFAAFFFZFFACAFFZFFFZFACAFFFZFF,207.18,0.0001,1218.27
18767,22,AAFFZFZFFFZFZFAAFFZFZFFFZFZFFACAFZFFFZFFZF,212.19,0.0001,1337.13
18768,22,ACAFFFZFZFFZFZFFFSFFSFFZFZFZFFZFFZFF,208.95,0.0001,1158.28
18769,22,AAFFFAAFFFAAFFSFFZFFZFFAAFZFFFAAFFZFF,202.76,0.0001,1057.99
18770,22,AAFFFZFFZFAAFFZFFFSFFZFAAFFZFFZFFZFZF,209.88,0.0001,1137.96
18771,22,AAFAAFFFZFFZFFZFSFFZFAAFFFZFZFFZFZFZFFFZF,220.63,0.0001,1312.78
18772,22,AAFAAFFFZFFZFZFZFFFAAFZFZFFFAAFFZFFZFF,205.29,0.0002,1151.70
18773,22,AAFFFZFAAFFFZFFAAFZFFFAAFFZFZFFFSFFZF,215.18,0.0003,1109.78
18774,22,AAFFFZFFAAFZFFFZFAAFFZFFZFZFFZFFFSZFF,218.64,0.0001,1141.70
18775,22,AAFFZFFZFFZFSFFZFZFFZFFZFZFZFFZFF,212.16,0.0005,1056.60
18776,22,ACAFFFZFZFZFZFFFZFZFZFFZFZFZFZFFZFFFZF,215.39,0.0001,1265.91
18777,22,AAFFFZFFACAFFZFFZFZFFFAAFFZFZFZFZFFFZF,205.63,0.0002,1176.61
18778,22,AAFFFZFZFFZFZFFFACAFFZFFZFZFFFSFFZFZF,219.49,0.0001,1167.61
18779,22,AAFFFACAFFFZFFZFZFZFZFFFAAFFZFZFFFSFF,208.47,0.0002,1129.62
18780,22,AAFFFZFAAFFFZFZFAAFFFZFFZFFASFZFZFZFFFZF,206.79,0.0001,1256.50
18781,22,AAFFFZFZFZFZFFFZFAAFFZFZFFFZFZFSFFZFF,216.9,0.0001,1201.61
18782,22,ASFZFFZFZFZFFFZFZFZFZFFZFZFFZFZFFFZF,206.42,0.0001,1215.15
18783,22,AAFFFACAFFFZFFZFAAFFFZFZFFAAFZFFFZFZFF,212.88,0.0001,1127.80
18784,22,AAFFFZFZFZFFZFZFFFSFFSFFZFFAAFZFFFZF,212.42,0.0001,1149.29
18785,22,AAFFAAFFFAAFFZFFFACAFFFZFAAFFFZFZFZFFF,208.11,0.0001,1090.37
18786,22,AAFFAAFFFAAFZFFFZFZFZFFFACAFFZFFZFZFFF,203.06,0.0001,1130.51
18787,22,AAFFFACAFFFZFFAAFZFFFZFAAFFZFFFZFSFZFZFFF,211.74,0.0001,1229.23
18788,22,AAFFFACAFZFFZFFZFFZFZFZFZFFFZFACAFFFZFZFFF,218.64,0.0001,1312.96
18789,22,AAFFAAFFFZFAAFFZFFFAAFFZFZFFSFFZFZFFF,212.7,0.0001,1106.13
18790,22,AAFFFAAFFZFFFSFZFFAAFFZFFFACAFFFZFZFF,216.98,0.0001,1074.58
18791,22,AAFFFZFFZFAAFZFFZFFFSFFZFZFZFZFFZFFZF,215.16,0.0001,1183.90
18792,22,AAFFFSZFFFAAFFFZFZFZFZFFZFFZFAAFFFZFF,213.12,0.0001,1150.19
18793,22,AAFFFAAFFZFFZFAAFFFZFFZFACAFFFZFFZFZFF,206.81,0.0003,1122.52
18794,22,AAFFZFFZFFACAFFZFFFZFZFZFFAAFZFFFZFZFF,210.06,0.0001,1161.86
18795,22,AAFFFZFAAFFZFFZFFAAFZFFFZFFACAFFZFFZFF,212,0.0004,1111.62
18796,22,AAFFFZFFACAFFFZFZFFFACAFFFZFZFZFFZFFZF,205.9,0.0001,1153.11
18797,22,AAFFFAAFFZFZFFFZFSFFZFZFZFFFAAFZFFFZF,216.22,0.0001,1158.33
18798,22,AAFFAAFFZFFFAAFFFACAFFFAAFFZFFZFZFFZFF,205.57,0.0001,1077.61
18799,22,AAFFFAAFFZFFFAAFZFZFFFAAFFZFZFFFSFFZF,216.35,0.0001,1112.28
18800,22,AAFFFACAFFFZFZFFZFZFFFAAFZFZFZFFFZFZFF,212.71,0.0002,1179.47
18801,22,AAFFZFFZFZFFZFFACAFFFZFFZFZFZFFZFF,210.24,0.0015,1034.06
18802,22,AAFFFZFFZFZFZFZFFZFFFSFFSFZFFZFFZFZF,215.22,0.0001,1177.35
18803,22,AAFFFAAFFFAAFFZFZFFZFFFSFFSFAAFFZFFFZFZF,219.22,0.0001,1224.26
18804,22,AAFFFAAFFZFFFASFZFZFFZFFZFAAFFFZFZFF,212.89,0.0001,1083.69
18805,22,AAFFFAAFFFSFFAAFFZFFFAAFZFFAAFFFZFZFF,217.2,0.0001,1067.12
18806,22,AAFFFAAFFFZFZFFACAFFFZFFZFZFZFZFFFZFZF,211.06,0.0001,1177.07
18807,22,AAFFFAAFFZFFFAAFZFZFFFAAFZFFFZFAAFFFZF,215.66,0.0004,1116.78
18808,22,AAFFAAFFFACAFFZFFFZFZFZFZFFFACAFFFAAFFZFFF,211.47,0.0001,1228.52
18809,22,AAFFAAFFZFFFZFAAFFZFFSFFZFFAAFFZFFZFF,210.78,0.0001,1089.77
18810,22,AAFFFSFFZFFAAFFZFFAAFFFZFZFAAFFFZFFZF,219.77,0.0001,1103.52
18811,22,AAFFFAAFFZFZFZFFFZFAAFFFZFZFAAFFZFFFZF,216.71,0.0001,1159.64
18812,22,AAFFFZFZFFFSZFFZFFZFZFFZFFACAFFFZFFZF,204.47,0.0001,1162.39
18813,22,AAFFFAAFFFZFSFFZFZFFFAAFZFZFFFZFZFZFF,218.67,0.0002,1160.87
18814,22,AAFFFAAFFFAAFFZFFSFFZFZFFFACAFFFZFZFF,211.04,0.0002,1082.49
18815,22,AAFFFACAFFFZFZFFFAAFZFFZFFAAFZFFFZFZFF,215.21,0.0002,1128.21
18816,22,AAFFAAFFFZFZFFZFFAAFFZFAAFFFZFFAAFFFZF,213.06,0.0001,1106.37
18817,22,AAFFFZFFAAFZFFZFZFFAAFFFZFFZFAAFZFFZFF,213.17,0.0001,1141.81
18818,22,AAFFZFFSFFZFFZFZFZFFZFFZFAAFZFFFZFFZF,217.11,0.0001,1174.73
18819,22,AAFFFZFZFFAAFFFZFZFFASFZFFFACAFFFZFFZFZF,212.96,0.0001,1191.38
18820,22,AAFAAFFFZFFZFZFZFZFFZFFFACAFFZFFZFZFFF,224.59,0.0002,1170.10
18821,22,AAFFFZFZFFZFAAFFZFFFZFAAFFZFFSFFZFFZF,209.71,0.0001,1137.78
18822,22,AAFFFSFFSFFAAFFFZFZFFAAFFZFFZFZFZFFF,219.54,0.0001,1107.22
18823,22,AAFFFAAFFFZFAAFFFZFZFFAAFZFFFAAFFFZFZF,219.77,0.0002,1119.68
18824,22,AAFFFZFAAFFFZFZFFZFFACAFFZFFFAAFFZFFZF,211.76,0.0001,1125.90
18825,22,AAFFFSFFAAFFFZFZFZFZFFFZFAAFFZFZFFFZF,217.22,0.0001,1159.68
18826,22,AAFFFZFFZFZFZFFZFZFZFZFFFZFZFFZFSFFZF,205.36,0.0001,1238.10
18827,22,AAFFFZFAAFZFFFZFFAAFFZFZFZFFFAAFZFFFZF,209.18,0.0001,1156.67
18828,22,AAFFFSFFZFFAAFFFZFAAFZFFFZFZFZFFZFFZF,207.78,0.0002,1147.46
18829,22,AAFFFACAFFFZFFZFAAFZFFFZFZFFZFZFZFZFFF,211.16,0.0002,1170.18
18830,22,AAFFFAAFFFZFZFZFFAAFFZFFFAAFFSFFZFFZF,215.06,0.0002,1104.49
18831,22,AAFFACAFFFZFFZFZFFZFZFFAAFZFFFZFZFZFFF,204.09,0.0002,1170.27
18832,22,AAFFFAAFFFZFZFZFZFFFAAFZFFFZFSFFZFFZF,218.38,0.0003,1155.94
18833,22,AAFFASFFZFFZFZFFZFZFZFFZFFAAFFFAAFFF,218,0.0001,1088.56
18834,22,AAFFFASFSFFAAFFFZFFAAFZFFFAAFFZFFAAFZFFZFFF,209.66,0.0001,1279.63
18835,22,AAFFFACAFFFZFFAAFFFZFAAFFZFFAAFFFZFZFF,221.75,0.0001,1083.67
18836,22,AAFFFAAFFFZFZFZFZFFFZFACAFFFZFFZFZFFZF,216.83,0.0001,1176.39
18837,22,AAFFAAFFFZFFZFAAFZFFFZFZFFAAFFZFZFFFZF,210.17,0.0002,1151.85
18838,22,AAFFZFFFZFZFAAFZFFZFZFFFZFZFZFZFFZFZFF,201.77,0.0001,1233.34
18839,22,AAFFFAAFFZFFFAAFZFFAAFFZFFFSFFZFZFZFF,219.73,0.0001,1107.92
18840,22,AAFFFSFFZFFZFAAFZFFFZFZFZFFFAAFZFFZFF,213.6,0.0001,1147.10
18841,22,AAFFFZFFZFAAFFFZFZFZFZFFFSFFZFFAAFFZF,218.44,0.0001,1150.55
18842,22,AAFFFACAFZFFFZFZFFZFZFFSFFZFFZFAAFZFFFZFF,211.95,0.0001,1283.11
18843,22,AAFFFSFFZFFAAFZFFZFZFFFAAFFZFFAAFZFFF,217.24,0.0001,1104.08
18844,22,AAFFFZFAAFFZFZFFZFFZFFAAFZFFFACAFFFZFF,213.84,0.0001,1119.16
18845,22,AAFFFAAFFZFFZFFASFZFFZFFZFAAFFFZFZFF,213.42,0.0002,1075.59
18846,22,AAFFFAAFFFZFAAFFZFFZFZFFFACAFFFAAFFFZF,214.1,0.0001,1087.54
18847,22,AAFFAAFFFAAFFFAAFFZFFZFZFFACAFFFZFFZFF,205.33,0.0002,1077.46
18848,22,AAFFFACAFZFFFZFZFFZFZFZFFFAAFZFFZFZFFF,202.25,0.0001,1177.76
18849,22,AAFFFACAFZFZFFFZFZFFFSFFSFFAAFFZFZFFAAFFFZFF,213.46,0.0001,1371.37
18850,22,AAFFZFFZFZFFZFFZFZFZFZFFZFZFFFZFZF,214.11,0.0004,1113.24
18851,22,AAFFFZFZFAAFFZFFZFFZFFSFFZFAAFFZFFZFF,211.12,0.0001,1131.95
18852,22,AAFFFAAFFFZFAAFFZFFFSFFSFFZFZFFZFZFF,218.52,0.0001,1104.91
18853,22,AAFFFAAFFFZFAAFZFZFFFZFZFFZFFSFFSFZFFZFF,207.85,0.0001,1257.22
18854,22,AAFFFZFFACAFFFZFFAAFFZFFFSFZFZFFZFFZF,205.83,0.0002,1109.00
18855,22,AAFFFACAFFFZFZFFZFZFFZFZFFFSFAAFFFZFF,205.28,0.0002,1120.75
18856,22,AAFFFAAFFFAAFZFFFAAFFFAAFFZFAAFFFZFFZF,216.51,0.0001,1070.79
18857,22,AAFFFZFZFFSFFZFFZFZFZFFZFZFFZFFZF,203.5,0.0011,1061.02
18858,22,AAFFFZFFZFZFSFFZFZFFZFFZFFAAFZFFZFFZF,212.64,0.0001,1178.74
18859,22,AAFFFZFAAFFZFZFZFFFZFZFFAAFFZFAAFFFZFF,205.49,0.0001,1155.43
18860,22,AAFFFZFFAAFFZFFZFAAFFZFFFAAFFZFZFFFSF,218.66,0.0003,1097.93
18861,22,AAFFZFFZFFZFZFFFSZFZFZFFFZFZFFZFZFZFF,208.82,0.0001,1235.14
18862,22,AAFFFAAFFFAAFFZFZFFFZFSFFAAFFZFFZFFZF,212.83,0.0002,1104.08
18863,22,AAFFFZFFZFZFFAAFZFFAAFFFZFZFFZFZFFFACAFZFF,208.54,0.0001,1291.01
18864,22,AAFFAAFFFAAFFFAAFFZFFAAFFFZFAAFZFFFZFF,207.08,0.0002,1066.52
18865,22,AAFFFZFZFFZFAAFFZFZFFFZFZFFAAFZFZFFFZF,215.09,0.0001,1200.45
18866,22,AAFFFZFZFFAAFFZFFFSFFACAFFFZFFZFZFZFF,221.5,0.0001,1123.47
18867,22,AAFFFZFAAFFZFFFSFZFFFACAFFFZFZFZFFZFF,212.9,0.0001,1117.01
18868,22,AAFAAFFFAAFFFZFZFZFFZFFAAFFAAFFFZFZFFF,210.22,0.0001,1116.89
18869,22,AAFFAAFFFZFFAAFFZFZFFFACAFFZFFFAAFFZFF,210.82,0.0001,1079.18
18870,22,AAFFFSFZFFZFZFFFAAFZFFFAAFZFZFFFZFZFF,210.18,0.0002,1149.16
18871,22,AAFFFAAFFFSFFSFFZFFZFZFZFZFFFAAFFZFF,217.01,0.0002,1107.04
18872,22,AAFFFSFZFAAFFFZFFZFZFZFZFFZFFFACAFZFFZFFF,215.1,0.0001,1282.37
18873,22,AAFFAAFFFSFFZFZFFFAAFZFFFACAFZFFFZFZFFZFF,206.83,0.0001,1250.29
