pore_number,N,Canonical_STRONGs,radius,Canonical_STRONG_radius,barrier_CO2,barrier_N2,barrier_O2
178141,19,AAFFFAAFFFZFZFFZFACAFFZFFFAAFFFZFZFZFZFF,2.40,240AAFFFAAFFFZFZFFZFACAFFZFFFAAFFFZFZFZFZFF,3.32,2.27,2.58
178150,19,AAFFFACCAFFZFFFAAFFFZFZFZFZFFZFZFFZFZFFF,2.40,240AAFFFACCAFFZFFFAAFFFZFZFZFZFFZFZFFZFZFFF,3.26,2.13,2.25
178155,19,AAFFFZFFAAFZFFAAFFFZFZFFZFFZFACAFFZFFFZF,2.25,225AAFFFZFFAAFZFFAAFFFZFZFFZFFZFACAFFZFFFZF,3.54,2.23,2.34
178160,19,AAFFFAAFFFACAFFFZFZFZFFFZFFACAFZFFZFFZFF,2.40,240AAFFFAAFFFACAFFFZFZFZFFFZFFACAFZFFZFFZFF,3.12,2.09,2.16
178185,19,AAFFAAFFFAAFFZFZFFFZFFACAFZFFZFFAAFFFZFF,2.25,225AAFFAAFFFAAFFZFZFFFZFFACAFZFFZFFAAFFFZFF,3.31,2.15,2.26
178189,19,AAFFFAAFFZFAAFFFZFFZFZFFZFACAFFZFFFZFZFF,2.14,215AAFFFAAFFZFAAFFFZFFZFZFFZFACAFFZFFFZFZFF,6.78,5.41,3.06
178203,19,AAFFFAAFFFAAFFZFZFFFZFZFACAFFZFFFZFZFFZF,2.40,240AAFFFAAFFFAAFFZFZFFFZFZFACAFFZFFFZFZFFZF,2.95,2.01,2.20
178213,19,AAFFFZFFZFZFACAFFZFFFZFZFFZFAAFFFZFZFZFF,2.14,215AAFFFZFFZFZFACAFFZFFFZFZFFZFAAFFFZFZFZFF,4.52,3.26,1.85
178220,19,AAFFFZFFAAFFZFFZFZFFFACCAFFZFFFZFZFFZFZF,2.25,225AAFFFZFFAAFFZFFZFZFFFACCAFFZFFFZFZFFZFZF,3.15,2.00,2.05
178223,19,AAFFFZFAAFFFZFZFZFZFFZFZFFFZFFACAFZFZFFF,2.25,225AAFFFZFAAFFFZFZFZFZFFZFZFFFZFFACAFZFZFFF,2.96,1.93,1.99
178232,19,AAFFFAAFFZFFFAAFFZFACAFFZFFFZFZFFZFZFZFF,2.40,240AAFFFAAFFZFFFAAFFZFACAFFZFFFZFZFFZFZFZFF,3.21,2.14,2.40
178259,19,AAFFFACAFZFFZFFZFFAAFFFZFZFZFZFZFZFFFZFF,2.25,225AAFFFACAFZFFZFFZFFAAFFFZFZFZFZFZFZFFFZFF,4.10,2.76,2.02
178269,19,AAFFFACAFZFFZFZFFFZFZFZFFZFZFAAFFFZFZFFF,2.14,215AAFFFACAFZFFZFZFFFZFZFZFFZFZFAAFFFZFZFFF,7.23,5.82,3.34
178285,19,AAFFFACAFZFFZFFZFZFFFAAFZFFFAAFZFZFFZFFF,2.25,225AAFFFACAFZFFZFFZFZFFFAAFZFFFAAFZFZFFZFFF,3.41,2.19,2.24
178300,19,AAFFFACCAFFFZFZFZFFFZFZFZFFZFZFZFZFFZFFF,2.25,225AAFFFACCAFFFZFZFZFFFZFZFZFFZFZFZFZFFZFFF,3.68,2.13,2.07
178306,19,AAFZFFFZFFZFZFZFFFACAFZFFZFFZFFZFZFFZFZF,2.14,215AAFZFFFZFFZFZFZFFFACAFZFFZFFZFFZFZFFZFZF,8.23,6.88,3.94
178310,19,AAFFFZFZFFZFFZFACAFFFZFZFZFFFZFFAAFZFZFF,2.25,225AAFFFZFZFFZFFZFACAFFFZFZFZFFFZFFAAFZFZFF,3.42,2.24,2.30
178313,19,AAFFZFFFZFZFZFFFACCAFFFZFZFFZFFZFZFFZFZF,2.25,225AAFFZFFFZFZFZFFFACCAFFFZFZFFZFFZFZFFZFZF,4.09,2.55,2.19
178317,19,AAFFFACAFFFZFFZFZFFFACAFZFZFFFZFZFFZFZFF,2.14,215AAFFFACAFFFZFFZFZFFFACAFZFZFFFZFZFFZFZFF,5.80,4.53,2.27
178339,19,AAFFFACCAFFFZFZFFZFFFAAFZFZFFZFZFFZFZFFF,2.40,240AAFFFACCAFFFZFZFFZFFFAAFZFZFFZFZFFZFZFFF,3.21,2.17,2.23
178355,19,AAFFFAAFFFZFZFFFACAFZFFZFZFFZFFFAAFZFFZF,2.14,215AAFFFAAFFFZFZFFFACAFZFFZFZFFZFFFAAFZFFZF,8.88,7.34,4.65
178363,19,AAFFFACAFFFZFFAAFFZFFZFFZFACAFFFZFZFFFZF,2.25,225AAFFFACAFFFZFFAAFFZFFZFFZFACAFFFZFZFFFZF,3.83,2.54,1.93
178387,19,AAFFFZFAAFFZFFFAAFFZFFZFACAFFFZFZFFFZFZF,2.25,225AAFFFZFAAFFZFFFAAFFZFFZFACAFFFZFZFFFZFZF,3.21,2.11,2.22
178390,19,AAFFFZFAAFFFZFZFFZFZFFFACCAFFFZFZFFFZFZF,2.44,245AAFFFZFAAFFFZFZFFZFZFFFACCAFFFZFZFFFZFZF,3.25,2.31,2.65
178404,19,AAFFFZFFZFAAFFFZFZFZFZFZFFFZFZFFFACAFZFF,2.25,225AAFFFZFFZFAAFFFZFZFZFZFZFFFZFZFFFACAFZFF,3.14,1.93,1.97
178406,19,AAFFFZFZFZFZFZFFFZFZFFFACCAFFFZFZFZFFFZF,2.25,225AAFFFZFZFZFZFZFFFZFZFFFACCAFFFZFZFZFFFZF,3.17,1.83,1.88
178410,19,AAFFFZFFACCAFFFZFZFFFZFZFZFZFZFFFAAFFZFF,2.25,225AAFFFZFFACCAFFFZFZFFFZFZFZFZFZFFFAAFFZFF,3.53,2.11,1.93
178412,19,AAFFFZFFAAFFZFZFZFZFFFZFZFFFACAFZFZFFFZF,2.25,225AAFFFZFFAAFFZFZFZFZFFFZFZFFFACAFZFZFFFZF,3.07,2.07,2.25
178425,19,AAFFZFACAFFFZFZFFFZFZFZFZFFZFZFZFZFFFZFF,2.14,215AAFFZFACAFFFZFZFFFZFZFZFZFFZFZFZFZFFFZFF,5.95,4.68,2.49
178429,19,AAFFFZFFACCAFFFZFZFFFZFZFZFZFFZFZFZFFFZF,2.25,225AAFFFZFFACCAFFFZFZFFFZFZFZFZFFZFZFZFFFZF,3.98,2.60,1.90
178440,19,AAFFZFFFACAFZFFZFZFFFZFZFZFFZFAAFZFFFZFF,2.14,215AAFFZFFFACAFZFFZFZFFFZFZFZFFZFAAFZFFFZFF,6.42,5.11,2.71
178445,19,AAFFFZFFACAFFFZFAAFFFZFZFFZFFZFACAFFFZFF,2.25,225AAFFFZFFACAFFFZFAAFFFZFZFFZFFZFACAFFFZFF,3.51,2.19,2.27
178466,19,ACAFFFZFFACAFFFZFZFFZFFFACAFZFFZFFZFZFFF,2.25,225ACAFFFZFFACAFFFZFZFFZFFFACAFZFFZFFZFZFFF,3.91,2.24,2.25
178475,19,AAFFFZFZFZFFFZFZFACAFFFZFFZFZFFFACAFFFZF,2.25,225AAFFFZFZFZFFFZFZFACAFFFZFFZFZFFFACAFFFZF,3.26,2.11,2.28
178477,19,AAFFFZFFZFZFFZFACAFFFZFFZFZFFFACAFFFZFZF,2.14,215AAFFFZFFZFZFFZFACAFFFZFFZFZFFFACAFFFZFZF,8.82,7.24,4.58
178480,19,ACAFFFZFZFFZFFFACCAFFFZFZFZFFFZFZFZFZFFF,2.25,225ACAFFFZFZFFZFFFACCAFFFZFZFZFFFZFZFZFZFFF,3.16,2.02,2.03
178488,19,AAFAAFFFZFFAAFFZFFZFZFFFACCAFFFZFFZFZFFF,2.25,225AAFAAFFFZFFAAFFZFFZFZFFFACCAFFFZFFZFZFFF,3.71,2.14,2.06
178491,19,AAFFFZFAAFFFZFZFAAFFFZFZFFZFFFACAFZFZFFF,2.25,225AAFFFZFAAFFFZFZFAAFFFZFZFFZFFFACAFZFZFFF,3.19,1.90,1.94
178499,19,AAFFFZFFAAFFZFAAFFFZFZFFZFFFACCAFFFZFZFF,2.44,245AAFFFZFFAAFFZFAAFFFZFZFFZFFFACCAFFFZFZFF,3.24,2.23,2.51
178514,19,AAFFFAAFFFACCAFFFZFFZFZFFFAAFZFFZFZFZFFF,2.40,240AAFFFAAFFFACCAFFFZFFZFZFFFAAFZFFZFZFZFFF,3.17,2.30,2.53
178528,19,AAFFFAAFFZFFZFFFACCAFFFZFZFZFFFZFAAFFFZF,2.25,225AAFFFAAFFZFFZFFFACCAFFFZFZFZFFFZFAAFFFZF,3.18,1.93,1.96
178532,19,AAFFFAAFFZFFZFFFACCAFFZFFFAAFFZFFAAFFFZF,2.25,225AAFFFAAFFZFFZFFFACCAFFZFFFAAFFZFFAAFFFZF,5.00,3.45,1.88
178537,19,AAFFAAFFFAAFFFAAFFFZFZFACAFFFZFFZFFAAFFF,2.40,240AAFFAAFFFAAFFFAAFFFZFZFACAFFFZFFZFFAAFFF,3.15,2.34,2.63
178544,19,AAFFFAAFFZFAAFFFZFZFFFAAFFZFACAFFFZFFZFF,2.14,215AAFFFAAFFZFAAFFFZFZFFFAAFFZFACAFFFZFFZFF,7.77,6.26,3.71
178555,19,AAFACAFFFZFFZFFAAFFFAAFFZFZFFZFZFZFFFZFF,2.14,215AAFACAFFFZFFZFFAAFFFAAFFZFZFFZFZFZFFFZFF,6.58,5.43,2.90
178558,19,AAFZFFFZFFZFAAFZFFZFFZFFFACAFZFFZFFZFFZF,2.14,215AAFZFFFZFFZFAAFZFFZFFZFFFACAFZFFZFFZFFZF,9.57,8.49,5.07
178559,19,AAFZFFFZFFACAFFFZFZFFZFFZFACAFFFZFFZFFZF,2.25,225AAFZFFFZFFACAFFFZFZFFZFFZFACAFFFZFFZFFZF,3.53,2.15,2.22
178562,19,AAFFZFFFZFAAFZFFZFFZFFFACCAFFFZFZFFZFFZF,2.25,225AAFFZFFFZFAAFZFFZFFZFFFACCAFFFZFZFFZFFZF,4.01,2.51,2.14
178563,19,AAFFFZFFACAFFFZFFAAFZFFZFFZFFFACAFZFFZFF,2.25,225AAFFFZFFACAFFFZFFAAFZFFZFFZFFFACAFZFFZFF,4.03,2.59,2.10
178578,19,AAFFFAAFFFAAFZFFFZFZFZFFFACCAFFFZFFZFFZF,2.40,240AAFFFAAFFFAAFZFFFZFZFZFFFACCAFFFZFFZFFZF,2.95,1.89,1.89
178592,19,AAFFFZFAAFFFZFZFFAAFFFZFFACCAFFFZFFZFFZF,2.44,245AAFFFZFAAFFFZFZFFAAFFFZFFACCAFFFZFFZFFZF,3.24,2.11,2.23
178607,19,AAFFZFFZFFZFACAFFFZFFZFFZFZFAAFZFFFZFFZF,2.25,225AAFFZFFZFFZFACAFFFZFFZFFZFZFAAFZFFFZFFZF,3.37,2.35,1.91
178615,19,AAFFFZFFAAFZFFFZFZFZFFFACCAFFFZFFZFFZFZF,2.25,225AAFFFZFFAAFZFFFZFZFZFFFACCAFFFZFFZFFZFZF,3.18,1.90,1.93
178618,19,AAFFFACCAFFFZFFZFFZFZFAAFFFZFFAAFFZFZFFF,2.40,240AAFFFACCAFFFZFFZFFZFZFAAFFFZFFAAFFZFZFFF,3.25,2.06,2.11
178624,19,AAFFFZFZFZFZFFZFFZFFFACAFZFFAAFFZFFFZFZF,2.25,225AAFFFZFZFZFZFFZFFZFFFACAFZFFAAFFZFFFZFZF,3.56,2.22,1.95
178642,19,AAFFFAAFFZFZFZFFZFFZFFFACAFZFFAAFFZFFFZF,2.40,240AAFFFAAFFZFZFZFFZFFZFFFACAFZFFAAFFZFFFZF,3.34,2.16,2.40
178645,19,AAFFFAAFFFAAFFFAAFFFACCAFFFZFFZFFZFZFZFF,3.03,303AAFFFAAFFFAAFFFAAFFFACCAFFFZFFZFFZFZFZFF,2.96,2.88,2.80
178652,19,AAFZFFFZFFZFZFZFFZFACAFFFZFFZFFZFZFZFFZF,2.14,215AAFZFFFZFFZFZFZFFZFACAFFFZFFZFFZFZFZFFZF,10.39,8.65,5.75
178661,19,AAFFFZFFACCAFFFZFFZFFZFZFZFFZFAAFFFZFFZF,2.25,225AAFFFZFFACCAFFFZFFZFFZFZFZFFZFAAFFFZFFZF,5.67,4.45,2.33
178676,19,AAFAAFZFFFZFFZFZFFZFZFZFZFFZFZFFZFFZFFZF,2.14,215AAFAAFZFFFZFFZFZFFZFZFZFZFFZFZFFZFFZFFZF,8.54,7.27,4.23
178687,19,AAFACAFFFZFZFFZFFZFZFFZFZFZFZFFZFZFFFZFF,2.25,225AAFACAFFFZFZFFZFFZFZFFZFZFZFZFFZFZFFFZFF,3.78,2.15,2.19
178694,19,AAFAAFFFZFZFFFZFZFZFZFZFZFFFAAFFZFFZFFZF,2.25,225AAFAAFFFZFZFFFZFZFZFZFZFZFFFAAFFZFFZFFZF,3.63,2.11,2.04
178706,19,AAFACAFFFZFZFFZFFZFZFFZFZFAAFFFZFZFFZFFF,2.25,225AAFACAFFFZFZFFZFFZFZFFZFZFAAFFFZFZFFZFFF,3.93,2.28,2.19
178714,19,AAFAAFFFZFFZFFZFAAFFFAAFFAAFFFZFZFFZFFZF,2.25,225AAFAAFFFZFFZFFZFAAFFFAAFFAAFFFZFZFFZFFZF,3.32,2.24,2.31
178718,19,AAFAAFFFZFFZFFZFZFAAFFZFFFAAFZFFZFFZFFZF,2.14,215AAFAAFFFZFFZFFZFZFAAFFZFFFAAFZFFZFFZFFZF,8.51,7.36,4.17
178719,19,AAFAAFFFZFFZFFZFZFAAFFFAAFFFAAFFZFFZFFZF,2.40,240AAFAAFFFZFFZFFZFZFAAFFFAAFFFAAFFZFFZFFZF,3.15,2.09,2.18
178723,19,AAFACAFFFZFZFFZFFZFZFZFFFAAFZFZFFZFFZFFF,2.25,225AAFACAFFFZFZFFZFFZFZFZFFFAAFZFZFFZFFZFFF,3.63,2.07,2.14
178742,19,AAFFFZFZFFFZFZFZFAAFZFFZFFZFFZFZFFZFZFZF,2.14,215AAFFFZFZFFFZFZFZFAAFZFFZFFZFFZFZFFZFZFZF,5.24,4.03,2.00
178744,19,AAFFFAAFZFFZFFFZFZFZFAAFZFFZFFZFFZFZFFZF,2.14,215AAFFFAAFZFFZFFFZFZFZFAAFZFFZFFZFFZFZFFZF,5.26,4.04,2.02
178747,19,AAFFFZFZFZFZFZFZFFZFFFZFZFZFAAFZFFZFFZFF,2.25,225AAFFFZFZFZFZFZFZFFZFFFZFZFZFAAFZFFZFFZFF,3.02,2.03,2.04
178758,19,AAFFFZFFZFFZFZFAAFZFFZFZFFFZFZFZFFZFZFZF,2.14,215AAFFFZFFZFFZFZFAAFZFFZFZFFFZFZFZFFZFZFZF,3.76,2.39,1.95
178780,19,AAFFFAAFFFAAFFZFFZFFZFAAFZFZFFZFFFZFZFZF,2.40,240AAFFFAAFFFAAFFZFFZFFZFAAFZFZFFZFFFZFZFZF,2.64,2.13,2.33
178789,19,AAFFFZFFAAFFZFZFZFZFZFFFZFFZFZFAAFZFFZFF,2.25,225AAFFFZFFAAFFZFZFZFZFZFFFZFFZFZFAAFZFFZFF,3.35,2.13,2.36
178793,19,AAFFFZFFZFZFFZFAAFZFZFFZFFFZFZFZFZFZFFZF,2.14,215AAFFFZFFZFZFFZFAAFZFZFFZFFFZFZFZFZFZFFZF,5.31,4.07,2.06
178802,19,AAFFFACAFFZFFFAAFFFZFZFAAFZFFZFFZFFZFZFF,2.14,215AAFFFACAFFZFFFAAFFFZFZFAAFZFFZFFZFFZFZFF,4.84,3.56,2.01
178820,19,AAFFFZFFAAFFZFFZFFZFAAFZFZFFFZFZFFFAAFZF,2.25,225AAFFFZFFAAFFZFFZFFZFAAFZFZFFFZFZFFFAAFZF,2.93,2.00,2.04
178842,19,AAFAAFFFAAFFZFFFZFZFAAFZFFZFFZFFAAFFZFFF,2.25,225AAFAAFFFAAFFZFFFZFZFAAFZFFZFFZFFAAFFZFFF,2.94,2.00,2.03
178846,19,AAFFFAAFFZFFFZFZFAAFZFFZFFAAFFFZFFAAFFZF,2.25,225AAFFFAAFFZFFFZFZFAAFZFFZFFAAFFFZFFAAFFZF,2.92,2.14,2.37
178847,19,AAFFFAAFFFZFZFFZFAAFZFZFFFZFFAAFFFAAFZFF,2.40,240AAFFFAAFFFZFZFFZFAAFZFZFFFZFFAAFFFAAFZFF,3.54,2.30,2.61
178848,19,AAFFFAAFFZFFFZFZFAAFZFZFFFZFZFZFFFAAFFZF,2.25,225AAFFFAAFFZFFFZFZFAAFZFZFFFZFZFZFFFAAFFZF,2.84,2.14,2.41
178860,19,AAFFFAAFZFFFAAFFZFZFFFZFZFAAFZFZFFFZFFZF,2.25,225AAFFFAAFZFFFAAFFZFZFFFZFZFAAFZFZFFFZFFZF,2.87,1.97,2.05
178876,19,AAFFFZFFAAFZFZFFZFFFZFZFAAFZFFZFZFFFZFZF,2.14,215AAFFFZFFAAFZFZFFZFFFZFZFAAFZFFZFZFFFZFZF,4.55,3.41,1.85
178890,19,AAFFFZFFZFZFAAFZFZFFFZFFZFZFAAFFFZFZFZFF,2.14,215AAFFFZFFZFZFAAFZFZFFFZFFZFZFAAFFFZFZFZFF,3.71,2.38,1.88
178899,19,AAFFFZFFZFAAFFFZFZFZFZFZFFZFFFZFZFAAFZFF,2.25,225AAFFFZFFZFAAFFFZFZFZFZFZFFZFFFZFZFAAFZFF,2.87,1.99,2.09
178909,19,AAFFFAAFFZFFFAAFFZFAAFZFZFFFZFFZFZFZFZFF,2.40,240AAFFFAAFFZFFFAAFFZFAAFZFZFFFZFFZFZFZFZFF,3.45,2.15,2.42
178913,19,AAFAAFFFZFFZFZFZFFFAAFFZFZFZFZFFZFFFZFZF,2.25,225AAFAAFFFZFFZFZFZFFFAAFFZFZFZFZFFZFFFZFZF,3.01,2.01,2.03
178927,19,AAFFFACAFZFZFFFZFFZFZFZFZFFZFZFFAAFFFZFF,2.40,240AAFFFACAFZFZFFFZFFZFZFZFZFFZFZFFAAFFFZFF,2.92,2.05,2.15
178938,19,AAFFFZFFZFFAAFZFZFFZFZFFZFFZFZFFFACAFZFF,2.25,225AAFFFZFFZFFAAFZFZFFZFZFFZFFZFZFFFACAFZFF,3.39,2.17,2.24
178957,19,AAFAAFFFZFZFZFFZFZFFFZFZFAAFZFFZFZFFFZFF,2.14,215AAFAAFFFZFZFZFFZFZFFFZFZFAAFZFFZFZFFFZFF,3.20,1.86,1.90
178959,19,AAFFFZFFAAFFZFFZFFZFAAFZFFZFZFFFZFFAAFZF,2.25,225AAFFFZFFAAFFZFFZFFZFAAFZFFZFZFFFZFFAAFZF,2.92,2.01,2.08
178961,19,AAFFFZFZFZFAAFFZFFFZFZFFZFAAFZFZFFFZFZFF,2.25,225AAFFFZFZFZFAAFFZFFFZFZFFZFAAFZFZFFFZFZFF,2.89,2.01,2.24
178975,19,AAFFZFFFACAFFFACAFFFZFFZFFZFAAFZFFZFFZFF,2.25,225AAFFZFFFACAFFFACAFFFZFFZFFZFAAFZFFZFFZFF,2.98,1.99,2.02
178976,19,AAFFFACAFFFZFFZFFZFAAFZFFZFZFFFZFAAFFFZF,2.25,225AAFFFACAFFFZFFZFFZFAAFZFFZFZFFFZFAAFFFZF,2.89,1.97,2.13
178979,19,AAFFAAFFFACAFFFZFFZFFZFAAFZFFZFFAAFFFZFF,2.25,225AAFFAAFFFACAFFFZFFZFFZFAAFZFFZFFAAFFFZFF,3.00,2.12,2.34
178996,19,AAFAAFFFAAFFFAAFZFFFZFZFFZFAAFZFFZFFZFFF,2.40,240AAFAAFFFAAFFFAAFZFFFZFZFFZFAAFZFFZFFZFFF,2.99,2.21,2.52
178998,19,AAFAAFFFAAFFFAAFFZFFZFZFFFACAFZFFZFFZFFF,2.40,240AAFAAFFFAAFFFAAFFZFFZFZFFFACAFZFFZFFZFFF,3.06,2.14,2.42
178999,19,AAFAAFFFZFAAFFZFFFAAFFZFFZFAAFZFFZFFZFFF,2.25,225AAFAAFFFZFAAFFZFFFAAFFZFFZFAAFZFFZFFZFFF,2.89,2.07,2.33
179008,19,AAFAAFFFZFFZFFZFAAFAAFFFZFFZFZFFZFZFZFFF,2.14,215AAFAAFFFZFFZFFZFAAFAAFFFZFFZFZFFZFZFZFFF,4.11,2.84,1.83
179020,19,AAFAAFFFZFFZFZFFAAFFFZFZFZFAAFFFZFFZFFZF,2.25,225AAFAAFFFZFFZFZFFAAFFFZFZFZFAAFFFZFFZFFZF,3.10,2.08,2.27
179028,19,AAFFFAAFFFZFZFZFFFACAFZFFZFFZFFFAAFZFZFF,2.44,245AAFFFAAFFFZFZFZFFFACAFZFFZFFZFFFAAFZFZFF,2.66,2.60,2.61
179036,19,AAFFFZFFZFFZFACAFFFZFZFZFFZFFFAAFZFFZFZF,2.25,225AAFFFZFFZFFZFACAFFFZFZFZFFZFFFAAFZFFZFZF,2.89,1.98,2.03
179037,19,AAFFFZFFZFFZFAAFZFFAAFFZFFFZFZFZFZFFZFZF,2.14,215AAFFFZFFZFFZFAAFZFFAAFFZFFFZFZFZFZFFZFZF,3.34,1.93,1.94
179043,19,AAFAAFFFZFZFFFAAFFZFZFFZFZFAAFFFZFFZFFZF,2.14,215AAFAAFFFZFZFFFAAFFZFZFFZFZFAAFFFZFFZFFZF,3.88,2.55,1.95
179044,19,AAFFFACAFZFFZFFZFFFAAFZFZFFZFZFFAAFFFZFF,2.40,240AAFFFACAFZFFZFFZFFFAAFZFZFFZFZFFAAFFFZFF,2.95,2.11,2.36
179048,19,AAFFFACAFFZFFFACAFFFZFZFFZFFZFAAFZFFZFFF,2.25,225AAFFFACAFFZFFFACAFFFZFZFFZFFZFAAFZFFZFFF,3.36,2.12,2.18
179074,19,AAFFFAAFFFZFFZFACAFFFZFZFZFFFZFAAFFFZFZF,2.25,225AAFFFAAFFFZFFZFACAFFFZFZFZFFFZFAAFFFZFZF,2.83,2.05,2.29
179086,19,AAFAAFFFZFFZFZFZFFFAAFFZFAAFFFAAFFFZFFZF,2.25,225AAFAAFFFZFFZFZFZFFFAAFFZFAAFFFAAFFFZFFZF,3.03,2.01,2.08
179103,19,AAFFFACAFFZFFFZFAAFFZFFZFFZFAAFZFFZFFFZF,2.25,225AAFFFACAFFZFFFZFAAFFZFFZFFZFAAFZFFZFFFZF,2.91,1.91,1.95
179142,19,AAFFZFFFZFAAFZFZFFFZFFZFAAFZFFZFZFFFZFZF,2.14,215AAFFZFFFZFAAFZFZFFFZFFZFAAFZFFZFZFFFZFZF,3.41,2.16,1.85
179143,19,AAFFZFFFZFAAFZFZFFFZFFZFAAFZFZFFFZFZFFZF,2.14,215AAFFZFFFZFAAFZFZFFFZFFZFAAFZFZFFFZFZFFZF,3.39,2.13,1.85
179168,19,AAFFFAAFFZFFFAAFFZFAAFZFFZFFFZFZFAAFFFZF,2.40,240AAFFFAAFFZFFFAAFFZFAAFZFFZFFFZFZFAAFFFZF,2.95,2.14,2.42
179181,19,AAFAAFFFZFFAAFFFZFZFZFZFFFAAFZFZFFFZFFZF,2.14,215AAFAAFFFZFFAAFFFZFZFZFZFFFAAFZFZFFFZFFZF,3.42,2.14,1.76
179189,19,AAFFZFFZFFZFAAFZFFZFFFZFZFZFAAFZFFFZFFZF,2.25,225AAFFZFFZFFZFAAFZFFZFFFZFZFZFAAFZFFFZFFZF,2.92,1.94,1.99
179196,19,AAFFFZFAAFFZFFFAAFZFZFZFFFZFFZFAAFZFZFFF,2.25,225AAFFFZFAAFFZFFFAAFZFZFZFFFZFFZFAAFZFZFFF,2.70,1.91,2.14
179221,19,AAFAAFFFZFFZFAAFFFZFFAAFFZFZFZFZFFFZFFZF,2.25,225AAFAAFFFZFFZFAAFFFZFFAAFFZFZFZFZFFFZFFZF,2.87,1.95,2.04
179226,19,AAFAAFFFZFFAAFFFAAFFFAAFFZFZFZFZFFFZFFZF,2.40,240AAFAAFFFZFFAAFFFAAFFFAAFFZFZFZFZFFFZFFZF,2.91,2.14,2.39
179244,19,AAFFFZFFZFFAAFFZFAAFZFFZFFFZFZFZFZFFZFZF,2.14,215AAFFFZFFZFFAAFFZFAAFZFFZFFFZFZFZFZFFZFZF,3.97,2.72,1.89
179245,19,AAFFZFAAFZFFZFFFZFZFZFZFFZFZFZFZFFZFFFZF,2.14,215AAFFZFAAFZFFZFFFZFZFZFZFFZFZFZFZFFZFFFZF,3.22,1.90,1.94
179246,19,AAFFZFFFZFZFZFZFFZFZFZFZFFFZFFZFACAFFFZF,2.25,225AAFFZFFFZFZFZFZFFZFZFZFZFFFZFFZFACAFFFZF,2.97,1.99,2.24
179247,19,ACAFFFZFFACAFZFFZFFFZFZFZFZFFZFZFZFFZFFF,2.25,225ACAFFFZFFACAFZFFZFFFZFZFZFZFFZFZFZFFZFFF,2.90,1.94,2.09
179253,19,AAFFFACAFZFFZFFFZFZFZFZFFZFZFFAAFFZFFFZF,2.40,240AAFFFACAFZFFZFFFZFZFZFZFFZFZFFAAFFZFFFZF,2.98,2.08,2.32
179267,19,AAFFFZFACAFFFZFZFFZFFZFZFFZFAAFZFFZFFFZF,2.25,225AAFFFZFACAFFFZFZFFZFFZFZFFZFAAFZFFZFFFZF,3.97,2.18,2.27
179269,19,AAFFFZFAAFZFFZFFZFFZFZFZFFFACCAFFFZFFZFF,2.14,215AAFFFZFAAFZFFZFFZFFZFZFZFFFACCAFFFZFFZFF,4.96,3.75,1.98
179272,19,AAFFFZFAAFZFFZFZFFFZFZFZFFZFACAFFFZFFZFF,2.14,215AAFFFZFAAFZFFZFZFFFZFZFZFFZFACAFFFZFFZFF,4.09,2.68,2.01
179282,19,AAFFFZFAAFZFFZFZFFFZFAAFFFZFZFAAFZFFFZFF,2.25,225AAFFFZFAAFZFFZFZFFFZFAAFFFZFZFAAFZFFFZFF,2.96,1.99,2.08
179286,19,AAFFFAAFFFZFZFFZFAAFZFFFAAFFZFFFZFAAFZFF,2.40,240AAFFFAAFFFZFZFFZFAAFZFFFAAFFZFFFZFAAFZFF,2.97,2.31,2.63
179294,19,AAFAAFFFZFFZFZFFZFZFFZFAAFZFFFZFFAAFFFZF,2.14,215AAFAAFFFZFFZFZFFZFZFFZFAAFZFFFZFFAAFFFZF,4.85,3.67,1.92
179300,19,AAFFFZFAAFZFZFFFZFZFFZFAAFFFZFFACAFFZFFF,2.14,215AAFFFZFAAFZFZFFFZFZFFZFAAFFFZFFACAFFZFFF,4.21,3.04,1.86
179308,19,AAFFFZFACAFFFZFZFFZFZFFFAAFZFFFACAFFZFFF,2.44,245AAFFFZFACAFFFZFZFFZFZFFFAAFZFFFACAFFZFFF,3.05,2.51,2.72
179321,19,AAFFFZFAAFZFFZFZFFZFFFACAFFFZFZFAAFFZFFF,2.25,225AAFFFZFAAFZFFZFZFFZFFFACAFFFZFZFAAFFZFFF,3.03,1.92,1.95
179322,19,AAFFFZFAAFZFFAAFFFZFFZFAAFFFZFZFAAFFZFFF,2.25,225AAFFFZFAAFZFFAAFFFZFFZFAAFFFZFZFAAFFZFFF,3.01,1.98,2.19
179324,19,AAFFFZFACAFFFZFZFZFFFZFAAFFFZFZFAAFFZFFF,2.25,225AAFFFZFACAFFFZFZFZFFFZFAAFFFZFZFAAFFZFFF,2.85,1.93,2.15
179328,19,AAFFFZFACAFFZFFFAAFFZFFAAFFFZFZFAAFFZFFF,2.25,225AAFFFZFACAFFZFFFAAFFZFFAAFFFZFZFAAFFZFFF,2.96,1.95,2.00
179329,19,AAFFFZFAAFZFFZFFAAFFZFFFZFAAFFZFAAFFZFFF,2.25,225AAFFFZFAAFZFFZFFAAFFZFFFZFAAFFZFAAFFZFFF,3.13,2.09,2.34
179330,19,AAFFFZFAAFZFZFFFZFAAFFFZFFAAFFZFAAFFZFFF,2.25,225AAFFFZFAAFZFZFFFZFAAFFFZFFAAFFZFAAFFZFFF,2.93,2.09,2.36
